"student_id","date","program","location","score_reading","score_writing","score_mathNoCalc","score_mathCalc"
934977,2023-09-29,"skills","center",609,32,262,560
934978,2023-08-15,"intake","center",695,47,411,686
934978,2023-09-27,"skills","center",683,47,419,704
934994,2023-08-15,"intake","center",558,58,604,516
934994,2023-10-02,"skills","center",573,60,621,527
935008,2023-08-15,"intake","center",521,72,510,717
935008,2023-10-04,"skills","center",551,76,545,763
935009,2023-08-15,"intake","center",730,50,428,227
935009,2023-09-29,"skills","center",735,53,468,249
935012,2023-08-15,"intake","center",731,31,691,562
935012,2023-09-28,"skills","center",758,33,730,593
935016,2023-08-15,"intake","center",548,72,490,586
935016,2023-10-05,"skills","center",574,76,524,633
935017,2023-08-15,"intake","center",679,32,433,724
935017,2023-09-28,"skills","center",694,33,486,772
935018,2023-08-15,"intake","center",572,56,340,396
935018,2023-09-29,"skills","center",587,58,373,435
935020,2023-08-15,"intake","center",530,62,492,618
935020,2023-10-07,"skills","center",533,62,534,676
935022,2023-08-15,"intake","center",651,68,447,720
935022,2023-10-01,"skills","center",653,69,462,747
935034,2023-08-15,"intake","center",654,81,290,653
935034,2023-10-01,"skills","center",654,82,296,667
935035,2023-08-15,"intake","center",538,59,640,497
935035,2023-10-05,"skills","center",547,59,656,525
935037,2023-08-15,"intake","center",644,70,461,279
935037,2023-10-02,"skills","center",653,73,512,305
935041,2023-08-15,"intake","center",697,28,182,669
935041,2023-10-02,"skills","center",708,29,201,733
935047,2023-08-15,"intake","center",540,49,185,607
935047,2023-10-04,"skills","center",558,51,199,658
935051,2023-08-15,"intake","center",596,41,663,606
935051,2023-10-03,"skills","center",604,41,690,615
935054,2023-08-15,"intake","center",744,68,679,702
935054,2023-09-30,"skills","center",777,70,730,742
935062,2023-08-15,"intake","center",686,68,380,655
935062,2023-09-21,"skills","center",679,66,386,657
935063,2023-08-15,"intake","center",516,64,373,675
935063,2023-10-02,"skills","center",531,66,406,732
935076,2023-08-15,"intake","center",511,50,480,447
935076,2023-09-28,"skills","center",515,49,492,467
935077,2023-08-15,"intake","center",558,62,550,608
935077,2023-10-05,"skills","center",576,65,569,651
935080,2023-08-15,"intake","center",635,53,192,665
935080,2023-10-02,"skills","center",665,56,203,716
935085,2023-08-15,"intake","center",548,63,560,506
935085,2023-09-27,"skills","center",563,65,605,552
935087,2023-08-15,"intake","center",672,62,442,526
935087,2023-09-30,"skills","center",676,64,486,569
935096,2023-08-15,"intake","center",713,47,601,679
935096,2023-09-29,"skills","center",715,48,612,700
935102,2023-08-15,"intake","center",627,51,451,466
935102,2023-10-07,"skills","center",656,53,494,510
935106,2023-08-15,"intake","center",403,63,604,567
935106,2023-09-26,"skills","center",410,65,663,612
935112,2023-08-15,"intake","center",586,28,475,634
935112,2023-10-06,"skills","center",593,28,494,655
935120,2023-08-15,"intake","center",628,52,443,628
935120,2023-10-01,"skills","center",641,53,458,636
935123,2023-08-15,"intake","center",651,64,286,370
935123,2023-09-27,"skills","center",687,67,304,395
935127,2023-08-15,"intake","center",742,53,263,400
935127,2023-10-03,"skills","center",757,54,290,437
935129,2023-08-15,"intake","center",520,56,638,570
935129,2023-10-05,"skills","center",523,57,654,590
935140,2023-08-15,"intake","center",572,32,567,582
935140,2023-10-03,"skills","center",603,33,592,623
935143,2023-08-15,"intake","center",650,43,406,423
935143,2023-09-28,"skills","center",686,45,432,452
935145,2023-08-15,"intake","center",600,37,524,350
935145,2023-09-30,"skills","center",597,37,548,353
935150,2023-08-15,"intake","center",583,47,615,306
935150,2023-10-01,"skills","center",604,48,681,337
935160,2023-08-15,"intake","center",604,27,691,669
935160,2023-09-30,"skills","center",629,28,749,723
935165,2023-08-15,"intake","center",556,63,480,507
935165,2023-09-29,"skills","center",581,66,511,543
935167,2023-08-15,"intake","center",625,53,596,766
935167,2023-10-02,"skills","center",636,54,608,779
935170,2023-08-15,"intake","center",548,38,227,457
935170,2023-09-30,"skills","center",564,40,246,505
935173,2023-08-15,"intake","center",710,48,314,590
935173,2023-10-02,"skills","center",729,49,343,647
935183,2023-08-15,"intake","center",633,43,318,675
935183,2023-09-28,"skills","center",653,46,351,739
935195,2023-08-15,"intake","center",666,28,369,792
935198,2023-08-15,"intake","center",546,64,340,614
935198,2023-10-01,"skills","center",555,65,346,620
935199,2023-08-15,"intake","center",587,55,371,527
935199,2023-09-29,"skills","center",592,56,378,548
935207,2023-08-15,"intake","center",520,39,417,723
935207,2023-10-01,"skills","center",529,41,451,787
935208,2023-08-15,"intake","center",545,65,379,467
935208,2023-10-01,"skills","center",570,68,393,499
935214,2023-08-15,"intake","center",506,47,680,601
935214,2023-10-04,"skills","center",514,48,703,601
935216,2023-08-15,"intake","center",534,40,306,752
935216,2023-09-30,"skills","center",566,43,327,783
935219,2023-08-15,"intake","center",793,48,344,395
935219,2023-09-29,"skills","center",791,49,345,398
935222,2023-08-15,"intake","center",635,33,429,639
935222,2023-10-02,"skills","center",651,35,452,669
935229,2023-08-15,"intake","center",671,42,547,531
935229,2023-10-03,"skills","center",678,42,572,540
935240,2023-08-15,"intake","center",559,72,545,544
935240,2023-10-04,"skills","center",573,74,602,578
935242,2023-08-15,"intake","center",676,65,569,291
935242,2023-10-04,"skills","center",685,66,584,300
935250,2023-08-15,"intake","center",568,38,251,469
935250,2023-10-05,"skills","center",596,39,277,512
935252,2023-08-15,"intake","center",443,46,451,398
935252,2023-09-29,"skills","center",457,47,502,428
935253,2023-08-15,"intake","center",638,34,584,583
935253,2023-10-04,"skills","center",661,34,631,636
935267,2023-08-15,"intake","center",568,54,466,532
935267,2023-10-05,"skills","center",567,54,474,534
935270,2023-08-15,"intake","center",516,55,414,547
935270,2023-10-03,"skills","center",525,56,420,561
935272,2023-08-15,"intake","center",507,61,363,449
935272,2023-10-05,"skills","center",522,65,399,486
935277,2023-08-15,"intake","center",529,64,443,675
935277,2023-09-29,"skills","center",531,66,486,731
935281,2023-08-15,"intake","center",747,56,481,621
935281,2023-10-03,"skills","center",756,58,491,633
935294,2023-08-15,"intake","center",643,54,509,602
935294,2023-09-30,"skills","center",646,56,526,624
935310,2023-08-15,"intake","center",779,15,659,571
935310,2023-10-03,"skills","center",787,16,709,597
935316,2023-08-15,"intake","center",592,61,280,603
935316,2023-10-03,"skills","center",595,62,294,629
935318,2023-08-15,"intake","center",606,49,391,307
935318,2023-10-06,"skills","center",589,48,393,308
935323,2023-08-15,"intake","center",631,37,592,583
935323,2023-10-02,"skills","center",652,37,636,629
935326,2023-08-15,"intake","center",519,77,205,456
935326,2023-09-30,"skills","center",529,79,212,474
935331,2023-08-15,"intake","center",576,47,318,605
935331,2023-10-03,"skills","center",583,48,348,662
935333,2023-08-15,"intake","center",722,81,730,693
935333,2023-10-01,"skills","center",751,83,751,709
935337,2023-08-15,"intake","center",544,33,421,535
935337,2023-10-06,"skills","center",555,35,468,589
935356,2023-08-15,"intake","center",537,54,640,580
935356,2023-09-30,"skills","center",561,57,678,621
935364,2023-08-15,"intake","center",602,67,508,403
935364,2023-09-27,"skills","center",601,68,518,411
935365,2023-08-15,"intake","center",527,50,529,578
935365,2023-10-03,"skills","center",540,51,593,648
935367,2023-08-15,"intake","center",618,48,355,745
935367,2023-09-29,"skills","center",636,50,379,786
935370,2023-08-15,"intake","center",501,55,343,549
935370,2023-10-06,"skills","center",521,58,366,575
935382,2023-08-15,"intake","center",594,60,495,591
935382,2023-10-04,"skills","center",609,63,537,641
935394,2023-08-15,"intake","center",581,61,634,712
935394,2023-09-28,"skills","center",606,63,667,747
935410,2023-08-15,"intake","center",795,55,552,438
935413,2023-08-15,"intake","center",580,45,707,496
935413,2023-09-30,"skills","center",571,44,729,506
935419,2023-08-15,"intake","center",698,84,689,495
935419,2023-10-02,"skills","center",719,88,740,526
935430,2023-08-15,"intake","center",586,29,228,565
935430,2023-10-01,"skills","center",605,30,253,612
935439,2023-08-15,"intake","center",626,47,477,702
935439,2023-09-30,"skills","center",639,48,488,729
935440,2023-08-15,"intake","center",529,48,482,714
935440,2023-09-24,"skills","center",557,50,510,754
935445,2023-08-15,"intake","center",494,72,541,723
935445,2023-10-03,"skills","center",507,75,561,747
935459,2023-08-15,"intake","center",672,49,310,365
935459,2023-09-24,"skills","center",697,52,331,392
935461,2023-08-15,"intake","center",546,69,250,599
935461,2023-10-06,"skills","center",550,70,259,618
935465,2023-08-15,"intake","center",624,41,397,466
935465,2023-09-30,"skills","center",625,41,407,474
935472,2023-08-15,"intake","center",549,57,414,319
935472,2023-10-05,"skills","center",568,60,432,333
935490,2023-08-15,"intake","center",528,60,719,716
935490,2023-10-03,"skills","center",558,63,776,760
935494,2023-08-15,"intake","center",479,22,781,581
935515,2023-08-15,"intake","center",714,32,421,601
935515,2023-10-03,"skills","center",732,34,453,635
935519,2023-08-15,"intake","center",432,60,282,476
935519,2023-09-25,"skills","center",442,62,295,495
935533,2023-08-15,"intake","center",741,34,330,495
935533,2023-09-25,"skills","center",757,35,362,539
935541,2023-08-15,"intake","center",728,48,361,660
935541,2023-10-04,"skills","center",742,49,397,713
935548,2023-08-15,"intake","center",667,47,731,310
935548,2023-10-05,"skills","center",665,47,763,321
935555,2023-08-15,"intake","center",617,48,236,717
935555,2023-10-02,"skills","center",623,48,247,738
935558,2023-08-15,"intake","center",616,60,594,484
935558,2023-10-04,"skills","center",650,62,634,510
935559,2023-08-15,"intake","center",692,43,513,547
935559,2023-10-01,"skills","center",721,45,553,575
935561,2023-08-15,"intake","center",603,44,621,666
935561,2023-10-05,"skills","center",615,45,681,725
935585,2023-08-15,"intake","center",740,18,555,747
935585,2023-10-01,"skills","center",747,18,567,759
935595,2023-08-15,"intake","center",560,38,294,503
935595,2023-10-03,"skills","center",582,39,317,533
935599,2023-08-15,"intake","center",587,45,418,529
935599,2023-09-29,"skills","center",585,46,466,573
935608,2023-08-15,"intake","center",544,42,319,544
935608,2023-10-02,"skills","center",552,43,331,557
935615,2023-08-15,"intake","center",599,55,621,625
935615,2023-10-01,"skills","center",628,59,669,663
935625,2023-08-15,"intake","center",651,72,626,670
935625,2023-10-02,"skills","center",673,73,643,677
935630,2023-08-15,"intake","center",550,51,714,659
935630,2023-10-02,"skills","center",572,52,737,684
935641,2023-08-15,"intake","center",604,40,660,370
935641,2023-10-05,"skills","center",628,42,722,404
935653,2023-08-15,"intake","center",793,42,623,580
935659,2023-08-15,"intake","center",766,56,375,590
935659,2023-10-01,"skills","center",790,57,406,641
935666,2023-08-15,"intake","center",510,39,374,525
935666,2023-10-04,"skills","center",525,41,398,559
935670,2023-08-15,"intake","center",606,47,236,524
935670,2023-10-03,"skills","center",620,48,245,536
935679,2023-08-15,"intake","center",641,52,514,568
935679,2023-09-28,"skills","center",637,54,531,585
935682,2023-08-15,"intake","center",533,67,249,537
935682,2023-09-27,"skills","center",534,68,256,551
935690,2023-08-15,"intake","center",447,42,495,681
935690,2023-09-29,"skills","center",463,43,540,745
935706,2023-08-15,"intake","center",507,58,373,213
935706,2023-09-30,"skills","center",523,60,409,235
935709,2023-08-15,"intake","center",713,67,339,621
935709,2023-09-28,"skills","center",725,69,348,641
935710,2023-08-15,"intake","center",572,26,214,530
935710,2023-10-03,"skills","center",587,27,233,585
935720,2023-08-15,"intake","center",554,51,669,645
935720,2023-09-27,"skills","center",567,52,690,669
935723,2023-08-15,"intake","center",481,53,396,524
935723,2023-09-25,"skills","center",489,55,436,563
935726,2023-08-15,"intake","center",697,38,732,305
935726,2023-09-30,"skills","center",706,39,748,305
935744,2023-08-15,"intake","center",489,33,591,141
935744,2023-10-02,"skills","center",511,35,623,149
935746,2023-08-15,"intake","center",432,69,395,365
935746,2023-10-03,"skills","center",430,71,404,379
935750,2023-08-15,"intake","center",611,61,487,354
935750,2023-09-30,"skills","center",641,64,517,376
935754,2023-08-15,"intake","center",607,59,649,460
935754,2023-09-30,"skills","center",607,60,671,474
935769,2023-08-15,"intake","center",488,47,231,523
935769,2023-10-03,"skills","center",502,47,236,532
935770,2023-08-15,"intake","center",420,56,345,659
935770,2023-09-30,"skills","center",438,59,365,693
935775,2023-08-15,"intake","center",514,31,707,677
935775,2023-09-29,"skills","center",540,33,755,718
935789,2023-08-15,"intake","center",615,56,254,605
935789,2023-10-01,"skills","center",642,58,270,652
935790,2023-08-15,"intake","center",581,44,300,505
935790,2023-10-02,"skills","center",584,45,307,511
935796,2023-08-15,"intake","center",603,44,515,486
935796,2023-10-03,"skills","center",640,46,547,523
935798,2023-08-15,"intake","center",737,17,359,527
935798,2023-10-09,"skills","center",767,18,387,557
935803,2023-08-15,"intake","center",592,61,605,320
935803,2023-10-02,"skills","center",603,65,642,344
935806,2023-08-15,"intake","center",510,42,669,615
935806,2023-09-26,"skills","center",508,44,695,621
935809,2023-08-15,"intake","center",576,53,400,761
935810,2023-08-15,"intake","center",675,47,395,186
935810,2023-10-01,"skills","center",714,49,420,194
935814,2023-08-15,"intake","center",615,47,266,645
935814,2023-09-27,"skills","center",633,49,294,708
935824,2023-08-15,"intake","center",578,47,585,609
935824,2023-09-30,"skills","center",569,47,598,620
935825,2023-08-15,"intake","center",719,74,408,569
935825,2023-10-02,"skills","center",755,78,432,603
935847,2023-08-15,"intake","center",525,50,349,573
935847,2023-10-02,"skills","center",552,53,373,607
935853,2023-08-15,"intake","center",669,80,421,469
935853,2023-10-03,"skills","center",670,82,425,476
935860,2023-08-15,"intake","center",625,34,501,697
935860,2023-10-06,"skills","center",642,33,509,702
935878,2023-08-15,"intake","center",617,23,661,505
935878,2023-10-02,"skills","center",621,23,673,511
935879,2023-08-15,"intake","center",774,27,567,774
935880,2023-08-15,"intake","center",604,57,547,374
935880,2023-09-30,"skills","center",613,57,566,379
935881,2023-08-15,"intake","center",555,44,368,147
935881,2023-10-01,"skills","center",577,45,394,158
935889,2023-08-15,"intake","center",606,80,411,692
935889,2023-09-26,"skills","center",623,81,450,762
935894,2023-08-15,"intake","center",514,2,323,571
935894,2023-10-02,"skills","center",522,3,339,586
935895,2023-08-15,"intake","center",482,57,442,577
935895,2023-09-30,"skills","center",494,59,471,619
935901,2023-08-15,"intake","center",472,61,241,440
935901,2023-10-01,"skills","center",482,63,263,485
935903,2023-08-15,"intake","center",586,32,395,522
935903,2023-10-01,"skills","center",585,32,408,532
935920,2023-08-15,"intake","center",745,44,598,393
935920,2023-09-30,"skills","center",752,44,607,395
935922,2023-08-15,"intake","center",538,41,375,734
935922,2023-10-02,"skills","center",559,44,404,780
935926,2023-08-15,"intake","center",751,60,724,497
935926,2023-10-06,"skills","center",765,61,750,509
935937,2023-08-15,"intake","center",414,52,751,522
935937,2023-10-02,"skills","center",415,54,768,541
935939,2023-08-15,"intake","center",430,48,324,396
935939,2023-09-29,"skills","center",427,48,335,404
935941,2023-08-15,"intake","center",344,34,432,500
935941,2023-10-06,"skills","center",353,35,471,554
935948,2023-08-15,"intake","center",685,40,350,665
935948,2023-10-02,"skills","center",689,41,364,684
935949,2023-08-15,"intake","center",705,54,616,598
935949,2023-09-29,"skills","center",722,54,639,626
935958,2023-08-15,"intake","center",621,48,260,571
935958,2023-09-28,"skills","center",635,48,284,619
935963,2023-08-15,"intake","center",474,53,691,556
935963,2023-09-29,"skills","center",476,54,724,565
935964,2023-08-15,"intake","center",551,49,426,541
935964,2023-10-02,"skills","center",546,50,447,557
935965,2023-08-15,"intake","center",593,36,602,449
935965,2023-09-28,"skills","center",603,36,612,455
935966,2023-08-15,"intake","center",748,20,401,446
935966,2023-10-06,"skills","center",777,21,433,471
935967,2023-08-15,"intake","center",520,50,710,496
935967,2023-09-29,"skills","center",528,51,742,514
935973,2023-08-15,"intake","center",616,65,643,326
935973,2023-10-05,"skills","center",641,67,715,362
935985,2023-08-15,"intake","center",474,54,387,623
935985,2023-09-28,"skills","center",489,57,425,696
935986,2023-08-15,"intake","center",624,51,637,645
935986,2023-09-29,"skills","center",628,51,667,648
935993,2023-08-15,"intake","center",712,51,267,652
935993,2023-09-28,"skills","center",730,55,288,694
935996,2023-08-15,"intake","center",562,54,515,392
935996,2023-10-03,"skills","center",563,55,524,391
936000,2023-08-15,"intake","center",559,53,270,491
936000,2023-09-28,"skills","center",587,55,294,534
936002,2023-08-15,"intake","center",491,40,486,642
936002,2023-09-28,"skills","center",518,43,525,683
936005,2023-08-15,"intake","center",777,47,459,591
936013,2023-08-15,"intake","center",496,37,647,668
936013,2023-10-02,"skills","center",493,37,657,667
936017,2023-08-15,"intake","center",480,36,416,556
936017,2023-10-01,"skills","center",477,36,419,557
936023,2023-08-15,"intake","center",541,35,319,631
936023,2023-10-03,"skills","center",550,34,328,642
936025,2023-08-15,"intake","center",655,57,476,599
936025,2023-10-04,"skills","center",680,59,507,635
936041,2023-08-15,"intake","center",560,64,457,471
936041,2023-09-30,"skills","center",548,64,459,482
936052,2023-08-15,"intake","center",603,39,363,339
936052,2023-10-02,"skills","center",605,39,368,348
936060,2023-08-15,"intake","center",490,53,604,198
936060,2023-09-27,"skills","center",514,55,636,213
936061,2023-08-15,"intake","center",593,72,644,497
936061,2023-10-05,"skills","center",594,73,658,515
936068,2023-08-15,"intake","center",644,68,605,359
936068,2023-10-08,"skills","center",655,69,652,390
936072,2023-08-15,"intake","center",765,67,481,646
936072,2023-09-30,"skills","center",766,68,497,660
936075,2023-08-15,"intake","center",727,81,642,618
936075,2023-10-05,"skills","center",734,83,679,637
936084,2023-08-15,"intake","center",579,58,571,603
936084,2023-09-27,"skills","center",588,58,582,622
936094,2023-08-15,"intake","center",532,69,560,216
936094,2023-10-01,"skills","center",522,70,563,222
936099,2023-08-15,"intake","center",453,22,300,390
936099,2023-09-28,"skills","center",464,22,325,430
936101,2023-08-15,"intake","center",540,47,612,655
936101,2023-10-05,"skills","center",556,48,670,730
936102,2023-08-15,"intake","center",510,33,747,546
936102,2023-10-03,"skills","center",518,34,767,562
936109,2023-08-15,"intake","center",358,34,425,648
936109,2023-10-03,"skills","center",382,36,453,681
936111,2023-08-15,"intake","center",739,50,580,588
936111,2023-09-30,"skills","center",746,51,604,598
936116,2023-08-15,"intake","center",507,61,313,572
936116,2023-09-24,"skills","center",510,61,326,582
936120,2023-08-15,"intake","center",627,38,551,534
936120,2023-10-05,"skills","center",639,39,606,591
936137,2023-08-15,"intake","center",723,68,360,700
936137,2023-10-02,"skills","center",725,69,369,710
936146,2023-08-15,"intake","center",474,30,358,657
936146,2023-10-03,"skills","center",482,31,396,726
936156,2023-08-15,"intake","center",514,45,596,529
936156,2023-10-01,"skills","center",527,47,658,580
936160,2023-08-15,"intake","center",614,63,451,682
936160,2023-10-04,"skills","center",610,65,465,691
936162,2023-08-15,"intake","center",618,39,541,522
936162,2023-10-02,"skills","center",626,39,566,542
936177,2023-08-15,"intake","center",693,71,494,551
936177,2023-10-02,"skills","center",683,71,512,554
936186,2023-08-15,"intake","center",628,10,406,624
936186,2023-09-28,"skills","center",637,10,439,671
936190,2023-08-15,"intake","center",694,57,444,688
936190,2023-10-03,"skills","center",698,59,456,710
936203,2023-08-15,"intake","center",543,88,624,486
936203,2023-10-05,"skills","center",560,90,693,529
936217,2023-08-15,"intake","center",574,45,353,629
936217,2023-09-28,"skills","center",589,47,387,682
936219,2023-08-15,"intake","center",564,34,383,602
936219,2023-09-30,"skills","center",572,35,397,617
936224,2023-08-15,"intake","center",572,42,461,671
936224,2023-10-04,"skills","center",598,44,494,708
936232,2023-08-15,"intake","center",533,38,415,631
936232,2023-09-30,"skills","center",544,40,459,693
936240,2023-08-15,"intake","center",497,79,257,623
936240,2023-09-21,"skills","center",513,81,265,642
936241,2023-08-15,"intake","center",489,44,322,382
936241,2023-10-03,"skills","center",498,44,334,390
936244,2023-08-15,"intake","center",747,49,381,481
936244,2023-09-30,"skills","center",756,49,390,488
936245,2023-08-15,"intake","center",702,39,557,671
936245,2023-10-03,"skills","center",739,40,584,693
936255,2023-08-15,"intake","center",503,42,507,541
936255,2023-09-30,"skills","center",516,43,519,555
936273,2023-08-15,"intake","center",383,55,413,696
936273,2023-10-03,"skills","center",399,56,453,767
936277,2023-08-15,"intake","center",684,30,690,657
936277,2023-09-30,"skills","center",705,30,726,687
936279,2023-08-15,"intake","center",553,57,391,529
936279,2023-10-01,"skills","center",568,58,399,544
936280,2023-08-15,"intake","center",471,53,482,510
936280,2023-09-29,"skills","center",483,54,530,565
936292,2023-08-15,"intake","center",390,49,648,419
936292,2023-10-03,"skills","center",405,50,730,454
936293,2023-08-15,"intake","center",703,74,347,493
936293,2023-10-06,"skills","center",721,76,376,540
936294,2023-08-15,"intake","center",652,31,348,593
936294,2023-10-01,"skills","center",660,32,345,603
936295,2023-08-15,"intake","center",518,38,390,484
936295,2023-10-05,"skills","center",516,39,402,494
936313,2023-08-15,"intake","center",709,63,612,573
936313,2023-10-02,"skills","center",711,64,632,595
936318,2023-08-15,"intake","center",715,28,183,342
936318,2023-09-30,"skills","center",728,28,187,358
936322,2023-08-15,"intake","center",704,83,682,543
936322,2023-10-03,"skills","center",715,84,707,570
936326,2023-08-15,"intake","center",767,56,629,483
936328,2023-08-15,"intake","center",494,45,626,743
936328,2023-09-28,"skills","center",510,47,675,794
936342,2023-08-15,"intake","center",676,44,428,655
936342,2023-10-06,"skills","center",679,46,444,685
936350,2023-08-15,"intake","center",647,66,485,409
936350,2023-10-01,"skills","center",633,65,491,417
936353,2023-08-15,"intake","center",615,67,501,594
936353,2023-09-30,"skills","center",642,69,549,649
936358,2023-08-15,"intake","center",588,71,474,651
936358,2023-09-29,"skills","center",615,74,510,695
936360,2023-08-15,"intake","center",650,69,383,594
936360,2023-10-01,"skills","center",680,73,410,622
936373,2023-08-15,"intake","center",623,36,364,238
936373,2023-09-27,"skills","center",654,38,383,252
936386,2023-08-15,"intake","center",447,47,272,397
936386,2023-10-09,"skills","center",461,49,296,435
936392,2023-08-15,"intake","center",609,63,560,489
936392,2023-10-05,"skills","center",627,64,613,533
936400,2023-08-15,"intake","center",623,52,404,595
936400,2023-10-02,"skills","center",615,52,408,599
936402,2023-08-15,"intake","center",469,52,608,689
936402,2023-10-03,"skills","center",479,54,660,763
936403,2023-08-15,"intake","center",672,67,660,633
936403,2023-09-30,"skills","center",676,67,669,646
936408,2023-08-15,"intake","center",745,26,358,482
936408,2023-10-01,"skills","center",782,27,380,522
936412,2023-08-15,"intake","center",575,77,420,654
936412,2023-09-28,"skills","center",578,77,431,666
936413,2023-08-15,"intake","center",583,77,376,591
936413,2023-09-30,"skills","center",605,80,405,627
936418,2023-08-15,"intake","center",709,88,345,630
936418,2023-10-01,"skills","center",711,90,350,638
936422,2023-08-15,"intake","center",619,55,421,610
936422,2023-10-07,"skills","center",625,55,427,615
936441,2023-08-15,"intake","center",388,70,545,489
936441,2023-10-01,"skills","center",396,72,599,542
936443,2023-08-15,"intake","center",550,44,419,444
936443,2023-10-03,"skills","center",555,46,438,454
936448,2023-08-15,"intake","center",601,48,670,691
936448,2023-09-29,"skills","center",620,49,695,718
936452,2023-08-15,"intake","center",659,63,460,647
936452,2023-09-27,"skills","center",666,63,472,671
936458,2023-08-15,"intake","center",492,73,244,646
936458,2023-10-05,"skills","center",519,77,263,692
936464,2023-08-15,"intake","center",637,40,396,228
936464,2023-10-02,"skills","center",656,40,415,235
936469,2023-08-15,"intake","center",749,68,432,589
936469,2023-10-04,"skills","center",768,70,476,649
936470,2023-08-15,"intake","center",654,51,600,598
936470,2023-09-23,"skills","center",662,52,649,652
936479,2023-08-15,"intake","center",635,36,394,596
936479,2023-10-03,"skills","center",633,37,395,600
936486,2023-08-15,"intake","center",683,69,607,716
936486,2023-10-05,"skills","center",694,70,629,744
936498,2023-08-15,"intake","center",605,54,376,688
936498,2023-09-30,"skills","center",636,58,390,736
936503,2023-08-15,"intake","center",460,58,638,549
936503,2023-10-03,"skills","center",490,61,682,588
936519,2023-08-15,"intake","center",574,57,601,505
936519,2023-10-03,"skills","center",585,59,661,551
936523,2023-08-15,"intake","center",614,34,385,721
936523,2023-09-25,"skills","center",626,34,386,740
936534,2023-08-15,"intake","center",577,53,631,732
936534,2023-09-30,"skills","center",610,56,683,774
936540,2023-08-15,"intake","center",504,23,343,716
936540,2023-09-30,"skills","center",517,24,379,770
936549,2023-08-15,"intake","center",519,48,729,441
936549,2023-09-30,"skills","center",544,51,763,462
936554,2023-08-15,"intake","center",545,32,385,720
936554,2023-09-30,"skills","center",570,34,421,768
936556,2023-08-15,"intake","center",540,79,521,748
936556,2023-09-27,"skills","center",545,79,547,773
936558,2023-08-15,"intake","center",797,78,659,629
936562,2023-08-15,"intake","center",609,62,799,489
936569,2023-08-15,"intake","center",643,31,425,232
936569,2023-09-29,"skills","center",661,33,454,246
936576,2023-08-15,"intake","center",738,37,334,711
936576,2023-10-09,"skills","center",741,38,341,734
936577,2023-08-15,"intake","center",624,49,288,536
936577,2023-10-03,"skills","center",636,50,293,537
936581,2023-08-15,"intake","center",457,70,679,51
936581,2023-10-07,"skills","center",460,71,691,52
936589,2023-08-15,"intake","center",530,39,329,622
936589,2023-10-01,"skills","center",551,41,350,665
936594,2023-08-15,"intake","center",671,37,299,458
936594,2023-09-30,"skills","center",696,39,324,486
936606,2023-08-15,"intake","center",379,54,383,769
936606,2023-10-07,"skills","center",388,55,400,789
936618,2023-08-15,"intake","center",514,36,577,659
936618,2023-10-03,"skills","center",537,38,607,686
936636,2023-08-15,"intake","center",598,36,617,590
936636,2023-10-02,"skills","center",614,37,683,637
936645,2023-08-15,"intake","center",559,52,342,613
936645,2023-09-28,"skills","center",559,53,347,630
936646,2023-08-15,"intake","center",626,59,499,552
936646,2023-10-06,"skills","center",634,61,550,599
936650,2023-08-15,"intake","center",449,55,451,659
936650,2023-09-29,"skills","center",455,56,461,669
936651,2023-08-15,"intake","center",584,22,636,183
936651,2023-09-30,"skills","center",602,24,680,193
936652,2023-08-15,"intake","center",620,43,411,453
936652,2023-10-02,"skills","center",648,44,436,477
936655,2023-08-15,"intake","center",543,63,355,574
936655,2023-09-29,"skills","center",567,66,378,611
936668,2023-08-15,"intake","center",677,54,535,484
936668,2023-09-29,"skills","center",708,56,582,518
936675,2023-08-15,"intake","center",740,71,378,655
936675,2023-10-02,"skills","center",767,74,404,680
936678,2023-08-15,"intake","center",516,67,408,330
936678,2023-10-04,"skills","center",540,70,437,351
936686,2023-08-15,"intake","center",643,40,504,449
936686,2023-10-01,"skills","center",673,42,544,473
936687,2023-08-15,"intake","center",567,38,299,311
936687,2023-10-03,"skills","center",582,39,331,336
936703,2023-08-15,"intake","center",554,43,429,723
936703,2023-10-02,"skills","center",574,44,474,783
936715,2023-08-15,"intake","center",576,45,591,353
936715,2023-10-05,"skills","center",583,45,610,361
936716,2023-08-15,"intake","center",737,49,651,747
936716,2023-10-01,"skills","center",719,48,666,748
936731,2023-08-15,"intake","center",578,41,223,323
936731,2023-09-30,"skills","center",599,43,248,351
936734,2023-08-15,"intake","center",747,26,657,484
936734,2023-10-05,"skills","center",756,27,676,482
936744,2023-08-15,"intake","center",538,13,288,571
936744,2023-09-29,"skills","center",552,13,299,582
936748,2023-08-15,"intake","center",728,45,497,548
936748,2023-10-03,"skills","center",725,46,501,579
936749,2023-08-15,"intake","center",406,47,643,717
936749,2023-10-02,"skills","center",410,50,703,788
936752,2023-08-15,"intake","center",585,53,638,741
936752,2023-09-30,"skills","center",585,53,657,762
936757,2023-08-15,"intake","center",402,70,264,637
936757,2023-10-05,"skills","center",404,71,276,668
936762,2023-08-15,"intake","center",590,76,365,770
936779,2023-08-15,"intake","center",658,41,470,458
936779,2023-10-05,"skills","center",684,44,505,478
936792,2023-08-15,"intake","center",672,45,665,666
936792,2023-09-30,"skills","center",664,45,689,677
936796,2023-08-15,"intake","center",677,93,590,612
936796,2023-10-03,"skills","center",686,95,599,634
936806,2023-08-15,"intake","center",555,46,411,608
